"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
212,"Tacima",15000,NA,500,1000,125,900,3000,15450,3820,NA,2516409,245.236,8010,32.66,97,0.551,"24.1",47888400.93,44483852.06,8317.81,"PB"
213,"Taperoá",8970,NA,786,2435,186,15700,13200,70336,6119,NA,2516508,628.365,14068,22.39,96.8,0.578,"28.09",72018096.35,64645707.91,8977.25,"PB"
214,"Tavares",15163,NA,302,3700,600,3262,2465,18236,5836,NA,2516607,239.507,14101,58.88,98.3,0.586,"17.14",68008736.49,60921592.38,9458.45,"PB"
215,"Teixeira",2735,NA,88,476,70,3500,587,37143,10442,NA,2516706,155.452,14631,94.12,97.3,0.605,"4.98",71921567.4,66038397.54,11027.51,"PB"
216,"Tenório",1669,NA,61,592,89,3311,2383,2677,1218,NA,2516755,87.452,2966,33.92,95.7,0.581,"25.64",30460564.26,25075267.93,11111.22,"PB"
217,"Triunfo",9115,NA,275,1120,290,1600,2800,15300,3900,NA,2516805,224.336,9892,44.09,98.8,0.609,"-",68002746.61,60359819.24,9233.39,"PB"
218,"Uiraúna",8390,NA,285,2100,650,1700,3900,40250,3610,NA,2516904,293.182,14930,50.92,97.8,0.636,"-",94894850.97,82775540.31,12537.15,"PB"
219,"Umbuzeiro",32582,NA,2015,15300,1830,16891,8995,79500,32000,NA,2517001,185.578,9124,49.17,99.4,0.584,"9.01",57055635.68,53856435.63,9193.27,"PB"
220,"Várzea",5000,NA,182,550,115,4097,3500,7368,2300,NA,2517100,191.282,2668,13.95,99.5,0.707,"-",25936405.26,23337323.62,13087.54,"PB"
221,"Vieirópolis",5814,NA,110,900,200,760,1950,6850,2275,NA,2517209,147.098,4864,33.07,98.6,0.571,"-",33322705.28,30060406.33,9766.21,"PB"
222,"Vista Serrana",1618,NA,75,198,46,532,960,2897,1341,NA,2505501,60.39,3641,60.29,92.9,0.566,"-",31422944.16,29484216.13,10231.1,"PB"
223,"Zabelê",1840,NA,118,710,108,12240,8137,6736,1953,NA,2517407,106.811,2228,20.86,97.3,0.623,"30.3",31937463.31,28572630.38,11882.14,"PB"
