"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
75,"Cumari",72500,30,1000,150,65,NA,NA,1500,900,NA,5206602,568.365,2927,5.15,99.7,0.737,"-",31253972.69,30011674.76,34350.06,"GO"
76,"Damianópolis",30559,NA,978,678,149,28,60,9085,3634,NA,5206701,417.625,3770,9.03,100,0.654,"-",33416322.06,29064275.1,13621.15,"GO"
77,"Damolândia",16525,85,325,590,140,32,40,4e+05,5000,NA,5206800,86.057,2724,31.65,98.6,0.697,"-",27217393.56,23085440.66,17831.38,"GO"
78,"Davinópolis",42000,10,700,1100,450,5,100,5500,2000,NA,5206909,482.857,1902,3.94,98.5,0.716,"-",41276355.31,35517758.04,278454.66,"GO"
79,"Diorama",71652,69,1034,2100,250,42,33,10000,3000,NA,5207105,685.382,2062,3.01,100,0.729,"-",22937536.33,25788617.79,39096.53,"GO"
80,"Divinópolis de Goiás",60006,NA,1451,765,230,129,155,11105,4442,NA,5208301,828.874,4457,5.38,97.1,0.653,"-",33920137.59,29768838.51,19506.41,"GO"
81,"Doverlândia",285000,45,2350,6100,950,670,1250,42000,11300,NA,5207253,3227.558,6956,2.16,96.4,0.668,"25.64",63226330.58,59431801.08,55878.01,"GO"
82,"Edealina",56000,270,630,3000,580,55,70,24000,9500,NA,5207352,598.218,4001,6.69,98.6,0.702,"-",54643027.84,52468449.66,110169.39,"GO"
83,"Edéia",56500,160,880,3850,500,45,NA,19900,13600,NA,5207402,1469.099,11747,8,98.2,0.739,"6.94",95258485.77,91343578.44,73518.51,"GO"
84,"Estrela do Norte",42690,NA,349,872,143,88,118,6074,2938,NA,5207501,301.139,3205,10.64,97.8,0.707,"-",38415858.6,33603820.67,22992.23,"GO"
85,"Faina",210165,110,3500,5400,1000,100,420,45000,18500,NA,5207535,1949.685,7070,3.63,97.9,0.65,"-",45454259.27,45168199.4,25676.74,"GO"
86,"Fazenda Nova",171126,280,2282,4200,750,110,278,44811,13788,NA,5207600,1279.107,5877,4.59,88.5,0.685,"-",36037122.21,32999232.43,27855.7,"GO"
87,"Firminópolis",50937,14,932,4700,330,9,62,157000,8500,NA,5207808,422.34,10419,24.67,98.1,0.732,"20.2",56318243.56,45530825.27,20002.51,"GO"
88,"Flores de Goiás",208153,NA,3854,2468,385,586,1162,30856,21156,NA,5207907,3695.106,13744,3.72,96.6,0.597,"10.31",74065357.41,62176856.05,14409.16,"GO"
89,"Formosa",287588,55,5253,2385,340,530,1926,490000,313580,NA,5208004,5804.292,115901,19.97,96.6,0.744,"11.79",430385811.37,469584925,25836.62,"GO"
